"NID","temp","humidity","battery_level","UT","Longitude","Latitude","State"
3975,95.4,95.7,0.93,"2015-01-22 06:00:00",-97.40872,32.78419,"Fort Bliss"
3565,77.3,89.6,0.76,"2015-06-09 00:00:00",-99.98972,41.49483,"Camp Ashland"
3633,88.6,75,0.93,"2015-01-22 00:00:00",-97.46019,32.72721,"Fort Bliss"
4401,61.7,51.8,0.79,"2016-02-24 00:00:00",-74.98549,45.21944,"Fort drum"
3902,87.9,96.9,0.86,"2015-08-06 18:00:00",-97.48731,32.79546,"Fort Bliss"
4138,65.5,79.7,0.89,"2015-06-06 06:00:00",-115.47223,36.37771,"Hawthorne"
3728,96.4,46.5,0.76,"2016-04-19 06:00:00",-74.95018,45.22991,"Fort drum"
3673,92.3,54.1,0.88,"2015-06-01 12:00:00",-99.96615,41.50205,"Camp Ashland"
3916,109.3,62.5,0.87,"2015-07-01 12:00:00",-99.97327,41.53418,"Camp Ashland"
4397,77.2,79.8,0.82,"2015-11-20 00:00:00",-115.47015,36.35268,"Hawthorne"
3824,93.2,52.6,0.47,"2016-07-03 06:00:00",-115.48108,36.36495,"Hawthorne"
4420,108.2,52.4,0.73,"2016-08-11 00:00:00",-81.5306,27.7307,"Hurlburt"
4121,83.5,72,0.81,"2015-12-24 18:00:00",-100.03726,41.51464,"Camp Ashland"
3975,56.2,108.9,0.84,"2015-10-03 00:00:00",-97.40872,32.78419,"Fort Bliss"
3777,55.3,57.7,0.81,"2015-12-19 00:00:00",-75.03751,45.26606,"Fort drum"
3513,62.7,69.2,0.75,"2016-05-27 18:00:00",-74.98968,45.20481,"Fort drum"
4421,103.3,55.8,0.75,"2016-05-25 12:00:00",-100.02554,41.53354,"Camp Ashland"
3975,76.3,71.5,0.88,"2015-06-27 12:00:00",-97.40872,32.78419,"Fort Bliss"
4302,69.2,103.2,0.78,"2016-03-15 18:00:00",-115.49126,36.4039,"Hawthorne"
3630,88.3,45.2,0.73,"2016-07-18 12:00:00",-100.03085,41.49482,"Camp Ashland"
4443,72.8,57,0.87,"2015-07-15 12:00:00",-97.4717,32.78845,"Fort Bliss"
3991,82.6,104.4,0.75,"2016-06-05 06:00:00",-75.00906,45.21474,"Fort drum"
3633,63.7,67.3,0.9,"2015-05-08 18:00:00",-97.46019,32.72721,"Fort Bliss"
3623,89.2,101.8,0.82,"2015-11-16 00:00:00",-115.52572,36.36664,"Hawthorne"
4448,73.2,86.8,0.83,"2015-11-21 06:00:00",-99.9792,41.51784,"Camp Ashland"
4187,82.7,46.1,0.73,"2016-07-17 00:00:00",-97.4721,32.77283,"Fort Bliss"
3985,94,99.1,0.82,"2015-11-11 00:00:00",-115.51587,36.42559,"Hawthorne"
3764,91.1,89.7,0.89,"2015-05-31 06:00:00",-115.47118,36.36853,"Hawthorne"
3535,107.4,101,0.88,"2015-06-04 12:00:00",-97.49487,32.74335,"Fort Bliss"
3990,80.9,65.1,0.82,"2015-11-26 06:00:00",-97.49387,32.72571,"Fort Bliss"
4232,59.8,56.9,0.89,"2015-05-05 18:00:00",-100.01624,41.46461,"Camp Ashland"
3824,99.2,103.8,0.81,"2015-06-09 18:00:00",-115.48108,36.36495,"Hawthorne"
3673,65.2,45.6,0.94,"2015-01-04 00:00:00",-99.96615,41.50205,"Camp Ashland"
3633,87.1,45.2,0.91,"2015-03-22 00:00:00",-97.46019,32.72721,"Fort Bliss"
4118,92.3,74.4,0.6,"2016-01-22 12:00:00",-81.53451,27.72172,"Hurlburt"
3835,95.8,78.4,0.74,"2016-06-22 12:00:00",-81.54351,27.73274,"Hurlburt"
3908,62.1,76.7,0.87,"2015-07-05 12:00:00",-81.52576,27.71139,"Hurlburt"
4401,76.6,100,0.93,"2015-01-17 18:00:00",-74.98549,45.21944,"Fort drum"
3718,77,56.4,0.78,"2016-03-11 12:00:00",-75.04029,45.22394,"Fort drum"
3806,83.6,109.3,0.88,"2015-06-20 18:00:00",-115.51603,36.43371,"Hawthorne"
4292,67.1,80.5,0.81,"2015-12-06 00:00:00",-74.96775,45.21805,"Fort drum"
3565,105.9,108.6,0.37,"2016-05-16 18:00:00",-99.98972,41.49483,"Camp Ashland"
4065,55.4,108,0.86,"2015-08-24 00:00:00",-81.54641,27.7201,"Hurlburt"
4222,82.4,69.7,0.87,"2015-07-16 00:00:00",-115.49695,36.37476,"Hawthorne"
4129,66.3,64.2,0.87,"2015-07-20 06:00:00",-81.49266,27.70068,"Hurlburt"
3830,88.3,58.3,0.91,"2015-03-16 12:00:00",-74.96081,45.25824,"Fort drum"
4469,58.6,65.3,0.89,"2015-02-21 18:00:00",-115.48422,36.36955,"Hawthorne"
3806,108,94.5,0.79,"2016-01-29 18:00:00",-115.51603,36.43371,"Hawthorne"
3535,86.8,87.9,0.75,"2016-06-09 06:00:00",-97.49487,32.74335,"Fort Bliss"
4487,99.5,81.2,0.73,"2016-07-31 18:00:00",-115.54708,36.39182,"Hawthorne"
4467,83.2,46.6,0.62,"2015-10-20 06:00:00",-99.99897,41.49113,"Camp Ashland"
3513,56.9,66.2,0.74,"2016-06-25 06:00:00",-74.98968,45.20481,"Fort drum"
3777,67.6,89.8,0.73,"2016-07-19 06:00:00",-75.03751,45.26606,"Fort drum"
4351,57.4,48.5,0.93,"2015-02-07 18:00:00",-74.95286,45.26563,"Fort drum"
3917,94.5,102.2,0.72,"2016-08-14 06:00:00",-74.99922,45.24809,"Fort drum"
4002,91.6,67.2,0.87,"2015-07-08 06:00:00",-99.99636,41.49527,"Camp Ashland"
3830,61.2,59.2,0.82,"2015-12-12 00:00:00",-74.96081,45.25824,"Fort drum"
4367,92.3,59.3,0.86,"2015-04-07 00:00:00",-74.986,45.26082,"Fort drum"
4229,97.4,105.8,0.79,"2016-02-14 12:00:00",-75.04921,45.28741,"Fort drum"
4232,73.1,62.5,0.88,"2015-06-04 06:00:00",-100.01624,41.46461,"Camp Ashland"
4148,69.1,62.5,0.88,"2015-06-27 06:00:00",-115.49922,36.36511,"Hawthorne"
3588,84,82.3,0.93,"2015-01-22 06:00:00",-100.04144,41.53507,"Camp Ashland"
4375,59.2,50.7,0.67,"2015-11-07 12:00:00",-99.99663,41.45154,"Camp Ashland"
4031,108.8,93.6,0.77,"2016-04-07 12:00:00",-75.02076,45.24581,"Fort drum"
3933,84.3,51.1,0.75,"2015-08-12 00:00:00",-74.95027,45.26996,"Fort drum"
4208,55,50.3,0.9,"2015-04-29 12:00:00",-81.52652,27.69622,"Hurlburt"
4401,87.4,96.9,0.78,"2016-03-26 06:00:00",-74.98549,45.21944,"Fort drum"
4121,104.8,82.7,0.79,"2016-03-04 00:00:00",-100.03726,41.51464,"Camp Ashland"
4065,93.9,67.2,0.92,"2015-03-06 18:00:00",-81.54641,27.7201,"Hurlburt"
3556,59.6,70,0.81,"2015-12-18 18:00:00",-81.48993,27.69282,"Hurlburt"
4448,59.2,95.7,0.89,"2015-05-26 18:00:00",-99.9792,41.51784,"Camp Ashland"
4268,109.3,59.2,0.75,"2016-06-16 12:00:00",-81.53514,27.70049,"Hurlburt"
3565,87.9,95.6,0.91,"2015-01-26 18:00:00",-99.98972,41.49483,"Camp Ashland"
3623,83.7,76.5,0.72,"2016-08-21 12:00:00",-115.52572,36.36664,"Hawthorne"
3917,98.2,104.2,0.81,"2015-12-20 06:00:00",-74.99922,45.24809,"Fort drum"
3688,106.1,72.8,0.9,"2015-05-07 12:00:00",-97.44618,32.7234,"Fort Bliss"
3709,63.6,94.6,0.86,"2015-08-05 06:00:00",-97.43551,32.76468,"Fort Bliss"
3806,84.6,51.1,0.89,"2015-05-15 06:00:00",-115.51603,36.43371,"Hawthorne"
4375,56.1,58.1,0.55,"2016-04-04 18:00:00",-99.99663,41.45154,"Camp Ashland"
4071,59.7,89.9,0.88,"2015-06-28 06:00:00",-81.54179,27.71191,"Hurlburt"
3693,102.1,83.2,0.63,"2015-09-21 00:00:00",-74.95356,45.26612,"Fort drum"
4407,56.8,68.6,0.81,"2015-12-10 06:00:00",-81.47339,27.66155,"Hurlburt"
4133,104.6,57.1,0.82,"2015-11-25 18:00:00",-115.47493,36.43337,"Hawthorne"
4401,92.2,96,0.77,"2016-04-02 00:00:00",-74.98549,45.21944,"Fort drum"
3990,84.3,63,0.72,"2016-08-13 18:00:00",-97.49387,32.72571,"Fort Bliss"
4135,92.3,98,0.61,"2016-01-19 18:00:00",-74.9905,45.25962,"Fort drum"
4071,56.8,69.7,0.78,"2016-03-19 00:00:00",-81.54179,27.71191,"Hurlburt"
4487,72.6,72,0.81,"2016-01-04 18:00:00",-115.54708,36.39182,"Hawthorne"
4109,101.9,55.2,0.83,"2015-11-01 00:00:00",-74.97159,45.23353,"Fort drum"
3736,70.1,99,0.89,"2015-05-18 00:00:00",-75.03974,45.2421,"Fort drum"
3917,101.5,108.6,0.88,"2015-06-02 18:00:00",-74.99922,45.24809,"Fort drum"
4277,97.1,51.3,0.87,"2015-07-22 18:00:00",-115.45626,36.39939,"Hawthorne"
3933,71.6,86.2,0.6,"2016-02-05 06:00:00",-74.95027,45.26996,"Fort drum"
3917,102.9,64.2,0.86,"2015-07-27 06:00:00",-74.99922,45.24809,"Fort drum"
3824,61.1,61.3,0.83,"2015-05-15 12:00:00",-115.48108,36.36495,"Hawthorne"
3916,105.6,53.4,0.93,"2015-01-21 12:00:00",-99.97327,41.53418,"Camp Ashland"
3588,98,86.2,0.86,"2015-08-09 12:00:00",-100.04144,41.53507,"Camp Ashland"
4420,84.5,105.1,0.83,"2015-10-24 06:00:00",-81.5306,27.7307,"Hurlburt"
4302,100.4,63.4,0.88,"2015-05-31 18:00:00",-115.49126,36.4039,"Hawthorne"
3975,96.2,52.4,0.72,"2016-08-21 12:00:00",-97.40872,32.78419,"Fort Bliss"
3623,66,72.4,0.8,"2016-01-06 12:00:00",-115.52572,36.36664,"Hawthorne"
3865,94.6,99.8,0.94,"2015-01-11 12:00:00",-100.03183,41.50625,"Camp Ashland"
3958,62.2,76,0.88,"2015-06-30 18:00:00",-81.46669,27.74579,"Hurlburt"
3966,88,78.4,0.77,"2016-04-07 18:00:00",-115.5264,36.43856,"Hawthorne"
3670,94.9,92.8,0.93,"2015-02-02 06:00:00",-115.47914,36.39666,"Hawthorne"
4401,87.5,102.7,0.86,"2015-07-26 12:00:00",-74.98549,45.21944,"Fort drum"
3998,94.9,64.9,0.52,"2016-04-26 06:00:00",-74.99192,45.23865,"Fort drum"
3902,87.9,87.9,0.88,"2015-06-10 06:00:00",-97.48731,32.79546,"Fort Bliss"
3961,86.1,86.4,0.89,"2015-05-29 18:00:00",-81.45786,27.66912,"Hurlburt"
3604,83.2,53.2,0.83,"2015-10-24 18:00:00",-100.01375,41.46745,"Camp Ashland"
3715,97.6,109.4,0.86,"2015-08-19 12:00:00",-74.9937,45.22259,"Fort drum"
4438,86,102.2,0.83,"2015-11-12 12:00:00",-74.95445,45.27624,"Fort drum"
4375,100.5,56.9,0.89,"2015-03-06 12:00:00",-99.99663,41.45154,"Camp Ashland"
3865,62.8,95.2,0.89,"2015-05-30 00:00:00",-100.03183,41.50625,"Camp Ashland"
3577,69.2,81.8,0.9,"2015-04-11 06:00:00",-97.44644,32.77142,"Fort Bliss"
3736,107.4,105.2,0.74,"2016-07-05 12:00:00",-75.03974,45.2421,"Fort drum"
3848,103.2,89.2,0.75,"2016-05-22 18:00:00",-74.99701,45.24351,"Fort drum"
4420,84.9,67.1,0.72,"2016-08-12 12:00:00",-81.5306,27.7307,"Hurlburt"
4354,99.4,78.1,0.33,"2016-06-28 00:00:00",-97.45821,32.80996,"Fort Bliss"
4488,64.6,92.1,0.89,"2015-04-29 18:00:00",-81.51338,27.71698,"Hurlburt"
3908,71.2,54.4,0.91,"2015-03-26 06:00:00",-81.52576,27.71139,"Hurlburt"
3806,58.2,105.1,0.9,"2015-04-17 00:00:00",-115.51603,36.43371,"Hawthorne"
3933,100.9,85.7,0.54,"2016-04-12 06:00:00",-74.95027,45.26996,"Fort drum"
3777,103.8,74.7,0.73,"2016-07-21 12:00:00",-75.03751,45.26606,"Fort drum"
3897,107.9,75.2,0.87,"2015-07-12 00:00:00",-75.00357,45.27926,"Fort drum"
3909,64.1,76.8,0.76,"2016-05-11 12:00:00",-100.04842,41.54721,"Camp Ashland"
3998,91.6,96.6,0.58,"2016-02-17 18:00:00",-74.99192,45.23865,"Fort drum"
4121,58.3,75.2,0.78,"2016-03-17 00:00:00",-100.03726,41.51464,"Camp Ashland"
3793,90.5,67.9,0.79,"2016-03-01 18:00:00",-81.53213,27.70878,"Hurlburt"
3958,108,46.1,0.92,"2015-03-11 06:00:00",-81.46669,27.74579,"Hurlburt"
3718,98.3,86.9,0.85,"2015-08-19 06:00:00",-75.04029,45.22394,"Fort drum"
3718,65.9,48,0.84,"2015-09-13 18:00:00",-75.04029,45.22394,"Fort drum"
4420,104.6,103.5,0.79,"2016-02-15 18:00:00",-81.5306,27.7307,"Hurlburt"
4487,66.1,79.3,0.79,"2016-02-07 12:00:00",-115.54708,36.39182,"Hawthorne"
4375,94.4,106.2,0.48,"2016-06-16 12:00:00",-99.99663,41.45154,"Camp Ashland"
4104,108.8,51.1,0.86,"2015-08-11 12:00:00",-97.43316,32.77631,"Fort Bliss"
3715,94.7,92.6,0.77,"2016-04-10 00:00:00",-74.9937,45.22259,"Fort drum"
3678,94.2,87.6,0.81,"2015-12-20 12:00:00",-115.46928,36.39847,"Hawthorne"
3734,70.9,96.6,0.91,"2015-03-20 18:00:00",-115.52564,36.43696,"Hawthorne"
3670,81.3,103.2,0.76,"2016-05-16 00:00:00",-115.47914,36.39666,"Hawthorne"
3561,102,78.6,0.62,"2015-10-08 06:00:00",-100.0272,41.497,"Camp Ashland"
4141,79.3,70,0.82,"2015-12-04 00:00:00",-75.00767,45.23878,"Fort drum"
4262,55.2,91.5,0.9,"2015-05-02 18:00:00",-115.49963,36.4456,"Hawthorne"
4141,85.4,84.2,0.93,"2015-01-20 12:00:00",-75.00767,45.23878,"Fort drum"
4446,76.3,105.2,0.73,"2016-07-29 12:00:00",-81.48899,27.66718,"Hurlburt"
3688,93.4,73.4,0.83,"2015-10-22 06:00:00",-97.44618,32.7234,"Fort Bliss"
4065,70.7,106.4,0.86,"2015-08-08 00:00:00",-81.54641,27.7201,"Hurlburt"
4247,74.9,63.8,0.93,"2015-02-10 12:00:00",-100.00995,41.49106,"Camp Ashland"
3633,79.3,60.4,0.86,"2015-08-24 12:00:00",-97.46019,32.72721,"Fort Bliss"
4229,64.2,51.8,0.8,"2016-01-21 18:00:00",-75.04921,45.28741,"Fort drum"
4247,95.9,82.2,0.8,"2016-01-25 00:00:00",-100.00995,41.49106,"Camp Ashland"
3513,55.7,104.9,0.73,"2016-07-15 00:00:00",-74.98968,45.20481,"Fort drum"
4141,100.6,53.2,0.81,"2015-12-31 06:00:00",-75.00767,45.23878,"Fort drum"
4487,105.9,88,0.82,"2015-12-06 06:00:00",-115.54708,36.39182,"Hawthorne"
4186,97.4,91.8,0.74,"2016-07-15 12:00:00",-81.52691,27.74779,"Hurlburt"
3592,74.3,88.2,0.78,"2016-03-21 12:00:00",-100.049,41.45603,"Camp Ashland"
3902,64.3,83.1,0.86,"2015-08-02 06:00:00",-97.48731,32.79546,"Fort Bliss"
3824,67.5,87.7,0.52,"2016-04-28 12:00:00",-115.48108,36.36495,"Hawthorne"
3969,90.5,98.8,0.86,"2015-08-03 18:00:00",-100.04489,41.47893,"Camp Ashland"
3734,56.7,69.1,0.91,"2015-03-23 00:00:00",-115.52564,36.43696,"Hawthorne"
4354,78.7,49.4,0.73,"2015-07-04 06:00:00",-97.45821,32.80996,"Fort Bliss"
4167,56.6,94.5,0.78,"2016-03-16 00:00:00",-81.48386,27.65824,"Hurlburt"
3660,88.3,78.7,0.36,"2016-06-11 12:00:00",-97.47429,32.76037,"Fort Bliss"
4187,83.7,62.1,0.92,"2015-02-17 06:00:00",-97.4721,32.77283,"Fort Bliss"
3918,100.9,55.7,0.87,"2015-07-08 18:00:00",-81.50456,27.65612,"Hurlburt"
4117,81.8,106.5,0.93,"2015-02-09 06:00:00",-115.452,36.44293,"Hawthorne"
4302,94.2,64,0.93,"2015-02-01 18:00:00",-115.49126,36.4039,"Hawthorne"
3810,87.9,64.6,0.85,"2015-08-26 00:00:00",-115.49047,36.42567,"Hawthorne"
4186,58.5,48.1,0.86,"2015-08-13 18:00:00",-81.52691,27.74779,"Hurlburt"
4499,108.1,94.2,0.78,"2016-02-27 12:00:00",-81.50685,27.67311,"Hurlburt"
4488,77.7,91.4,0.83,"2015-10-25 00:00:00",-81.51338,27.71698,"Hurlburt"
4232,109.5,108.4,0.85,"2015-08-29 18:00:00",-100.01624,41.46461,"Camp Ashland"
4040,96.8,56,0.78,"2016-03-11 06:00:00",-115.52342,36.43653,"Hawthorne"
3991,87.1,48.3,0.86,"2015-08-10 06:00:00",-75.00906,45.21474,"Fort drum"
3833,58.5,107.8,0.83,"2015-10-23 18:00:00",-81.46923,27.7058,"Hurlburt"
3833,57.4,93.8,0.77,"2016-04-12 12:00:00",-81.46923,27.7058,"Hurlburt"
3865,64.5,74,0.85,"2015-09-08 00:00:00",-100.03183,41.50625,"Camp Ashland"
4141,74,88.6,0.82,"2015-11-18 12:00:00",-75.00767,45.23878,"Fort drum"
4002,85.2,73.7,0.79,"2016-02-18 12:00:00",-99.99636,41.49527,"Camp Ashland"
3734,81.5,91,0.73,"2016-07-12 06:00:00",-115.52564,36.43696,"Hawthorne"
3777,88.9,76.6,0.76,"2016-05-14 18:00:00",-75.03751,45.26606,"Fort drum"
3933,90.7,67.4,0.5,"2016-05-21 00:00:00",-74.95027,45.26996,"Fort drum"
3736,103.5,47.5,0.83,"2015-11-02 00:00:00",-75.03974,45.2421,"Fort drum"
3917,77.8,46.2,0.84,"2015-09-07 18:00:00",-74.99922,45.24809,"Fort drum"
3824,58.6,96.4,0.45,"2016-07-23 12:00:00",-115.48108,36.36495,"Hawthorne"
3975,82.4,100.3,0.75,"2016-06-12 12:00:00",-97.40872,32.78419,"Fort Bliss"
4040,86.5,46.5,0.73,"2016-07-19 18:00:00",-115.52342,36.43653,"Hawthorne"
4448,103.1,90.6,0.72,"2016-08-12 12:00:00",-99.9792,41.51784,"Camp Ashland"
4446,68.3,95.1,0.74,"2016-06-23 18:00:00",-81.48899,27.66718,"Hurlburt"
4197,75.5,74.4,0.72,"2016-08-19 00:00:00",-97.4297,32.79111,"Fort Bliss"
3764,92,50.6,0.74,"2016-07-16 00:00:00",-115.47118,36.36853,"Hawthorne"
3824,58.7,92.1,0.84,"2015-05-10 06:00:00",-115.48108,36.36495,"Hawthorne"
3918,89,48.2,0.72,"2016-08-18 06:00:00",-81.50456,27.65612,"Hurlburt"
4262,106,79.6,0.75,"2016-05-24 18:00:00",-115.49963,36.4456,"Hawthorne"
4031,59.1,69.1,0.82,"2015-12-03 06:00:00",-75.02076,45.24581,"Fort drum"
3660,71.5,95.2,0.76,"2015-06-11 12:00:00",-97.47429,32.76037,"Fort Bliss"
4236,70.3,45.6,0.88,"2015-03-12 12:00:00",-97.49781,32.8115,"Fort Bliss"
4354,109.9,61.5,0.91,"2015-01-31 00:00:00",-97.45821,32.80996,"Fort Bliss"
3734,89.8,59.9,0.78,"2016-03-20 18:00:00",-115.52564,36.43696,"Hawthorne"
3998,55.3,109.6,0.71,"2015-09-19 18:00:00",-74.99192,45.23865,"Fort drum"
4074,86.4,59.1,0.75,"2015-06-23 00:00:00",-115.47888,36.35814,"Hawthorne"
3528,91,71.8,0.85,"2015-09-04 00:00:00",-97.47912,32.79395,"Fort Bliss"
3688,102,78.6,0.82,"2015-12-01 12:00:00",-97.44618,32.7234,"Fort Bliss"
4438,61.3,68.7,0.93,"2015-02-10 12:00:00",-74.95445,45.27624,"Fort drum"
3623,85.6,78,0.94,"2015-01-07 12:00:00",-115.52572,36.36664,"Hawthorne"
4421,83.7,99.2,0.88,"2015-06-24 18:00:00",-100.02554,41.53354,"Camp Ashland"
4467,103,100.8,0.75,"2015-06-25 18:00:00",-99.99897,41.49113,"Camp Ashland"
3623,94.7,48.2,0.94,"2015-01-11 18:00:00",-115.52572,36.36664,"Hawthorne"
4472,77.8,94.9,0.75,"2016-05-22 06:00:00",-97.423,32.77893,"Fort Bliss"
4091,104.2,88.9,0.94,"2015-01-08 18:00:00",-100.02732,41.45441,"Camp Ashland"
3966,68.2,98.8,0.79,"2016-02-14 18:00:00",-115.5264,36.43856,"Hawthorne"
3918,78.5,106,0.73,"2016-08-05 12:00:00",-81.50456,27.65612,"Hurlburt"
3909,79.8,83.4,0.92,"2015-03-11 06:00:00",-100.04842,41.54721,"Camp Ashland"
3577,103.9,90,0.75,"2016-06-01 12:00:00",-97.44644,32.77142,"Fort Bliss"
4317,80.5,55.5,0.73,"2016-08-06 06:00:00",-81.47437,27.73138,"Hurlburt"
3633,55.3,81.2,0.86,"2015-08-24 06:00:00",-97.46019,32.72721,"Fort Bliss"
4279,71.2,54.5,0.77,"2016-04-03 18:00:00",-81.53111,27.69132,"Hurlburt"
3763,73.7,93.4,0.76,"2016-04-24 06:00:00",-99.96093,41.45484,"Camp Ashland"
4167,76.4,87.6,0.74,"2016-06-22 12:00:00",-81.48386,27.65824,"Hurlburt"
3718,79.6,85.7,0.89,"2015-04-30 00:00:00",-75.04029,45.22394,"Fort drum"
4469,97.3,48,0.75,"2015-06-21 06:00:00",-115.48422,36.36955,"Hawthorne"
3998,88.1,63.9,0.77,"2015-07-12 00:00:00",-74.99192,45.23865,"Fort drum"
4472,90,90,0.84,"2015-10-02 00:00:00",-97.423,32.77893,"Fort Bliss"
3859,72.5,72.9,0.85,"2015-09-10 18:00:00",-97.47589,32.79332,"Fort Bliss"
4421,98.4,46.3,0.77,"2016-04-16 00:00:00",-100.02554,41.53354,"Camp Ashland"
3700,55.3,89.1,0.91,"2015-04-01 06:00:00",-99.95644,41.48475,"Camp Ashland"
4302,68.3,83.4,0.84,"2015-09-27 18:00:00",-115.49126,36.4039,"Hawthorne"
4302,59.2,48.8,0.75,"2016-05-27 06:00:00",-115.49126,36.4039,"Hawthorne"
4421,99.6,81.7,0.88,"2015-07-02 12:00:00",-100.02554,41.53354,"Camp Ashland"
3631,64.6,52.4,0.91,"2015-03-29 18:00:00",-97.46347,32.73806,"Fort Bliss"
4129,74.1,90,0.89,"2015-05-15 12:00:00",-81.49266,27.70068,"Hurlburt"
3715,71.6,98.6,0.93,"2015-02-06 12:00:00",-74.9937,45.22259,"Fort drum"
3990,62.1,63.6,0.8,"2016-02-03 12:00:00",-97.49387,32.72571,"Fort Bliss"
3907,85.9,65,0.91,"2015-03-20 06:00:00",-81.47758,27.67185,"Hurlburt"
4354,65.5,70,0.48,"2016-02-10 00:00:00",-97.45821,32.80996,"Fort Bliss"
3660,73.1,84.8,0.64,"2015-09-30 18:00:00",-97.47429,32.76037,"Fort Bliss"
3998,62.2,77.1,0.64,"2015-12-12 18:00:00",-74.99192,45.23865,"Fort drum"
3592,104.7,48,0.86,"2015-08-14 06:00:00",-100.049,41.45603,"Camp Ashland"
4467,102.1,47,0.43,"2016-03-29 00:00:00",-99.99897,41.49113,"Camp Ashland"
3688,82.1,81.5,0.72,"2016-08-14 12:00:00",-97.44618,32.7234,"Fort Bliss"
3958,70,73.1,0.82,"2015-11-07 18:00:00",-81.46669,27.74579,"Hurlburt"
4031,106.5,99.7,0.81,"2016-01-06 12:00:00",-75.02076,45.24581,"Fort drum"
3810,60,50.8,0.82,"2015-12-07 06:00:00",-115.49047,36.42567,"Hawthorne"
4487,107.3,96.5,0.78,"2016-03-09 06:00:00",-115.54708,36.39182,"Hawthorne"
3998,68.6,47.8,0.71,"2015-09-29 00:00:00",-74.99192,45.23865,"Fort drum"
4279,75.9,73.6,0.8,"2016-01-27 00:00:00",-81.53111,27.69132,"Hurlburt"
3763,62.2,49.9,0.77,"2016-04-06 06:00:00",-99.96093,41.45484,"Camp Ashland"
3728,85.3,92,0.93,"2015-02-10 06:00:00",-74.95018,45.22991,"Fort drum"
4472,92.9,84.1,0.83,"2015-11-08 06:00:00",-97.423,32.77893,"Fort Bliss"
3535,107.1,100.7,0.8,"2016-01-24 00:00:00",-97.49487,32.74335,"Fort Bliss"
3535,101.5,89.1,0.9,"2015-05-03 00:00:00",-97.49487,32.74335,"Fort Bliss"
3833,99.9,73.6,0.89,"2015-05-30 06:00:00",-81.46923,27.7058,"Hurlburt"
4247,58.8,80,0.94,"2015-01-02 06:00:00",-100.00995,41.49106,"Camp Ashland"
4071,105.2,52.8,0.84,"2015-10-14 00:00:00",-81.54179,27.71191,"Hurlburt"
3966,107.6,101.6,0.87,"2015-07-14 00:00:00",-115.5264,36.43856,"Hawthorne"
3688,79,59.8,0.75,"2016-05-28 18:00:00",-97.44618,32.7234,"Fort Bliss"
4071,97.5,63.8,0.85,"2015-08-31 18:00:00",-81.54179,27.71191,"Hurlburt"
3693,89.9,55.7,0.53,"2015-12-28 00:00:00",-74.95356,45.26612,"Fort drum"
4292,105.8,85.2,0.93,"2015-02-02 00:00:00",-74.96775,45.21805,"Fort drum"
3718,94.8,104.2,0.77,"2016-04-12 00:00:00",-75.04029,45.22394,"Fort drum"
4133,78.6,81.2,0.92,"2015-02-19 06:00:00",-115.47493,36.43337,"Hawthorne"
3715,75.1,99.7,0.91,"2015-03-26 00:00:00",-74.9937,45.22259,"Fort drum"
4197,74.4,94.2,0.74,"2016-06-24 18:00:00",-97.4297,32.79111,"Fort Bliss"
3592,90.5,49.3,0.86,"2015-08-07 12:00:00",-100.049,41.45603,"Camp Ashland"
4469,83.8,85.8,0.32,"2016-07-09 12:00:00",-115.48422,36.36955,"Hawthorne"
3623,108.1,55.9,0.89,"2015-05-18 12:00:00",-115.52572,36.36664,"Hawthorne"
4138,77.8,96.1,0.76,"2016-04-30 12:00:00",-115.47223,36.37771,"Hawthorne"
4340,55.9,81.4,0.76,"2016-05-08 18:00:00",-115.45178,36.43805,"Hawthorne"
4367,108.6,101,0.59,"2016-02-16 00:00:00",-74.986,45.26082,"Fort drum"
3985,64.2,86.1,0.89,"2015-05-18 18:00:00",-115.51587,36.42559,"Hawthorne"
4354,100.8,47.9,0.33,"2016-06-30 12:00:00",-97.45821,32.80996,"Fort Bliss"
4135,109.9,57.5,0.55,"2016-03-25 06:00:00",-74.9905,45.25962,"Fort drum"
3824,65.1,75.5,0.82,"2015-06-04 06:00:00",-115.48108,36.36495,"Hawthorne"
4493,90.1,72.7,0.93,"2015-01-26 12:00:00",-74.96174,45.27124,"Fort drum"
3528,101.5,57.2,0.89,"2015-05-15 00:00:00",-97.47912,32.79395,"Fort Bliss"
4091,64.6,106.8,0.82,"2015-11-27 06:00:00",-100.02732,41.45441,"Camp Ashland"
4292,59.9,59.5,0.93,"2015-01-28 18:00:00",-74.96775,45.21805,"Fort drum"
4401,55.5,82.4,0.74,"2016-07-03 18:00:00",-74.98549,45.21944,"Fort drum"
4236,87.9,90.2,0.6,"2016-01-22 12:00:00",-97.49781,32.8115,"Fort Bliss"
4302,103.6,56.3,0.79,"2016-01-30 06:00:00",-115.49126,36.4039,"Hawthorne"
3859,105.4,98.7,0.91,"2015-04-08 12:00:00",-97.47589,32.79332,"Fort Bliss"
4292,71.9,60.6,0.74,"2016-07-13 12:00:00",-74.96775,45.21805,"Fort drum"
3800,63.1,72.7,0.78,"2016-03-11 00:00:00",-81.46387,27.65836,"Hurlburt"
3814,61.7,77.8,0.89,"2015-05-14 12:00:00",-100.02974,41.52101,"Camp Ashland"
4443,96.9,106,0.88,"2015-06-21 06:00:00",-97.4717,32.78845,"Fort Bliss"
3777,81,51,0.86,"2015-07-31 18:00:00",-75.03751,45.26606,"Fort drum"
3958,72,98.7,0.8,"2016-01-06 12:00:00",-81.46669,27.74579,"Hurlburt"
